"","id","F_similis_NA_BW_1","F_similis_NA_BW_2","F_similis_NA_BW_3","F_similis_NA_FW_2","F_similis_NA_FW_3","F_similis_NA_transfer_1","F_similis_NA_transfer_2","F_similis_NA_transfer_3","baseMean.BW_FW","log2FoldChange.BW_FW","lfcSE.BW_FW","stat.BW_FW","pvalue.BW_FW","padj.BW_FW","baseMean.transfer_FW","log2FoldChange.transfer_FW","lfcSE.transfer_FW","stat.transfer_FW","pvalue.transfer_FW","padj.transfer_FW","baseMean.transfer_BW","log2FoldChange.transfer_BW","lfcSE.transfer_BW","stat.transfer_BW","pvalue.transfer_BW","padj.transfer_BW","gene","NA","NA.1","NA.2","NA.3","NA.4","NA.5"
"11","Funhe2EKm000051t1","10.1463260323448","13.7058116377106","17.9390591809144","6.93716402921234","11.3835301391699","10.8986957060079","13.2926314053389","8.69371134856569",11.6246161849081,0.554269259687201,0.589047296108065,0.940958838703362,0.346725953124085,1,11.6246161849081,0.214395973398041,0.600227462770522,0.357191209493205,0.720948666237612,1,11.6246161849081,-0.33987328628916,0.508765947608807,-0.668034658936117,0.504111468984979,0.998315929808848,"C-terminal-binding","protein","1","(100%T)","","",""
"12","Funhe2EKm000053t1","9.42158845860591","9.78986545550759","15.5471846234591","6.93716402921234","18.3887794555822","12.1096618955643","11.8156723603012","8.69371134856569",11.5879534533498,-0.18844045374568,0.587231515557482,-0.320896356468175,0.748288935158369,1,11.5879534533498,-0.252520142908987,0.590090261727592,-0.427934774198256,0.668698608800864,1,11.5879534533498,-0.0640796891633066,0.532948773444593,-0.120236113405688,0.904296110914835,0.998315929808848,"Lysine","(K)-specific","demethylase","3B","(100%P)","",""
"13","Funhe2EKm000062t1","7.24737573738916","2.93695963665228","7.17562367236575","9.24955203894979","2.62696849365459","9.08224642167322","11.8156723603012","9.65967927618409",7.47425970464627,0.0280377245756671,0.763915007341837,0.0367026754366678,0.970722075392052,1,7.47425970464627,0.816237128355602,0.73316193592383,1.11331083674863,0.265574953846766,1,7.47425970464627,0.788199403779935,0.639967379593593,1.2316243435415,0.218089443073044,0.998315929808848,"Fatty","acid-binding","protein,","liver","(100%T)","",""
"14","Funhe2EKm000069t1","15.9442266222562","16.6427712743629","19.134996459642","15.0305220632934","14.0104986328245","16.3480435590118","16.2465494954142","7.72774342094728",15.135668940969,0.242687890762973,0.520039750968552,0.466671807897333,0.640734702912678,1,15.135668940969,-0.10700314480505,0.53052623111132,-0.201692467836896,0.840157151387712,1,15.135668940969,-0.349691035568023,0.464435868993847,-0.752937184471976,0.451487661930161,0.998315929808848,"ATP-binding","cassette","sub-family","B","member","7,","mitochondrial"
"15","Funhe2EKm000070t1","10.8710636060837","6.85290581885531","2.39187455745525","6.93716402921234","6.12959315186072","8.47676332689501","10.3387133152636","8.69371134856569",7.58647364427396,0.111180390119308,0.72839312497717,0.152637890593479,0.87868384273119,1,7.58647364427396,0.47792986291887,0.714708251671774,0.668706233348985,0.503682890477449,1,7.58647364427396,0.366749472799563,0.623134084354374,0.588556270645265,0.556158975794772,0.998315929808848,"Uracil","phosphoribosyltransferase","(FUR1)","(100%P)","","",""
"16","Funhe2EKm000075t1","14.4947514747783","15.6637847288121","13.1553100660039","36.9982081557992","16.6374671264791","12.7151449903425","7.38479522518828","12.5575830590393",16.2008806033053,-0.868368979300686,0.507513091880883,-1.71102774133854,0.0870759918355431,1,16.2008806033053,-1.23302508781875,0.520651149521582,-2.36823656099052,0.0178731038300338,1,16.2008806033053,-0.364656108518069,0.492363940796714,-0.740623100725053,0.45892199734155,0.998315929808848,"Alpha","thalassemia/mental","retardation","syndrome","X-linked","(62%P)",""
"17","Funhe2EKm000091t1","6.52263816365025","3.91594618220304","8.37156095109337","11.5619400486872","14.0104986328245","7.87128023211679","10.3387133152636","1.93193585523682",8.06556417263445,-1.04713265035265,0.685274770797642,-1.52804786484962,0.126500654330705,1,8.06556417263445,-0.970115169361877,0.681911435801041,-1.42264100355244,0.154840251093947,1,8.06556417263445,0.0770174809907721,0.657700453759859,0.117101152280629,0.906779896632004,0.998315929808848,"Ubiquinol-cytochrome","c","reductase,","complex","III","subunit","VII,"
"18","Funhe2EKm000092t1","10.8710636060837","6.85290581885531","9.567498229821","9.24955203894979","7.88090548096378","10.8986957060079","7.38479522518828","7.72774342094728",8.80414494085213,0.104861980570711,0.643415638292066,0.162977046764149,0.870536507053388,1,8.80414494085213,0.0644015954359272,0.645535206718628,0.0997646522848725,0.920531171393022,1,8.80414494085213,-0.0404603851347839,0.567260199193349,-0.0713259720888564,0.943138325128623,0.998315929808848,"NudC","domain-containing","protein","(77%P)","","",""
"19","Funhe2EKm000092t1","10.8710636060837","6.85290581885531","9.567498229821","9.24955203894979","7.88090548096378","10.8986957060079","7.38479522518828","7.72774342094728",8.80414494085213,0.104861980570711,0.643415638292066,0.162977046764149,0.870536507053388,1,8.80414494085213,0.0644015954359272,0.645535206718628,0.0997646522848725,0.920531171393022,1,8.80414494085213,-0.0404603851347839,0.567260199193349,-0.0713259720888564,0.943138325128623,0.998315929808848,"NudC","domain-containing","protein","(77%P)","","",""
"20","Funhe2EKm000101t1","7.97211331112808","6.85290581885531","7.17562367236575","12.718134053556","5.25393698730919","7.26579713733858","5.90783618015062","10.6256472038025",7.97149929556325,-0.249437398220856,0.680958964193285,-0.366303127408504,0.714138896199318,1,7.97149929556325,-0.127501004409753,0.67632062191815,-0.188521538864423,0.850467832646979,1,7.97149929556325,0.121936393811103,0.613233568557362,0.198841681315586,0.842386589977524,0.998315929808848,"Copper-transporting","ATPase","1","(100%P)","","",""
